order_id,customer_name,customer_address,restaurant_name,food_item,quantity,order_amount,delivery_zone,order_hour,delivery_time_minutes,payment_mode,order_status
506,Vikram Singh,"Flat 30, Andheri East, Mumbai",Chai Point,Momos,2,427.31,Andheri East,20,,UPI,Delayed
507,Rohit Patel,"Flat 40, Dadar, Mumbai",Mainland China,Wrap,3,201.33,Dadar,4,37.35286632835718,UPI,Delayed
508,Kiran Gupta,"Flat 106, Vashi, Navi Mumbai",Subway,Momos,3,566.48,Vashi,4,29.26816909137891,Cash,Delayed
509,Neha Sharma,"Flat 112, Dadar, Mumbai",Haldiram's,Wrap,4,58.13,Dadar,23,55.1449135473445,UPI,Delayed
510,Ankit Gupta,"Flat 9, Andheri West, Mumbai",Domino's Pizza,Momos,1,625.99,Andheri West,7,54.5566747094647,Card,Delivered
511,Priya Verma,"Flat 95, Powai, Mumbai",Mainland China,Biryani,4,156.64,Powai,12,18.758943749572065,Card,Delayed
512,Sneha Khan,"Flat 41, Powai, Mumbai",Wow! Momo,Fries,3,366.32,Powai,18,41.246113024902364,UPI,Delayed
513,Priya Nair,"Flat 62, Andheri East, Mumbai",Paradise Biryani,Pizza,2,5000.0,Andheri East,11,37.03561194468638,Cash,Cancelled
514,Sneha Verma,"Flat 118, Vashi, Navi Mumbai",Chai Point,Wrap,1,482.36,Vashi,22,29.43671334231724,UPI,Cancelled
515,Rahul Patel,"Flat 38, Thane, Thane",Barbeque Nation,Burger,2,627.18,Thane,23,42.10348351239568,Cash,Delivered
516,Suresh Gupta,"Flat 56, Vashi, Navi Mumbai",McDonald's,Wrap,2,788.9,Vashi,10,61.32806047070635,Card,Cancelled
517,Neha Patel,"Flat 70, Powai, Mumbai",Rolls Mania,Wrap,2,-100.0,Powai,5,38.60334937547159,UPI,Delayed
518,Neha Verma,"Flat 73, Dadar, Mumbai",Biryani Blues,Pasta,1,577.57,Dadar,16,70.4506964179179,Cash,Delayed
519,Suresh Nair,"Flat 120, Powai, Mumbai",Burger King,Fries,4,230.82,Powai,0,41.38401329100118,Card,Delivered
520,Priya Singh,"Flat 36, Thane, Thane",Box8,Burger,1,295.39,Thane,0,46.628355837538756,Card,Delayed
521,Rohit Iyer,"Flat 33, Thane, Thane",Paradise Biryani,Pasta,2,184.31,Thane,6,28.167147184753595,Cash,Delayed
522,Kiran Verma,"Flat 60, Vashi, Navi Mumbai",Behrouz Biryani,Momos,4,462.44,Vashi,16,27.260596178619203,UPI,Cancelled
523,Amit Reddy,"Flat 12, Dadar, Mumbai",Starbucks,Fries,4,271.97,Dadar,4,12.612645539018963,Card,Cancelled
524,Rohit Iyer,"Flat 44, Thane, Thane",Biryani Blues,Pizza,2,198.75,Thane,13,33.84053140925734,Card,Delayed
525,Vikram Singh,"Flat 21, Bandra, Mumbai",Burger King,Pizza,3,284.52,Bandra,3,16.315862334482063,Cash,Cancelled
526,Rohit Mehta,"Flat 108, Powai, Mumbai",EatSure,Wrap,3,572.32,Powai,15,14.00107983776919,Cash,Delivered
527,Pooja Khan,"Flat 19, Thane, Thane",Barbeque Nation,Fries,4,603.19,Thane,2,20.17418628844728,Card,Delivered
528,Ankit Mehta,"Flat 46, Bandra, Mumbai",Burger King,Wrap,1,211.57,Bandra,1,48.81370885698705,Cash,Cancelled
529,Ankit Nair,"Flat 92, Vashi, Navi Mumbai",Faasos,Pasta,3,354.71,Vashi,5,35.61156525573875,Cash,Delayed
530,Sneha Sharma,"Flat 19, Vashi, Navi Mumbai",Mainland China,Momos,3,383.37,Vashi,18,18.0192281457915,Cash,Delayed
531,Suresh Gupta,"Flat 21, Dadar, Mumbai",Subway,Biryani,1,591.64,Dadar,4,31.397699032928337,UPI,Delayed
532,Ankit Reddy,"Flat 64, Powai, Mumbai",Domino's Pizza,Biryani,3,230.8,Powai,20,50.324345249315954,Card,Delivered
533,Ankit Singh,"Flat 79, Powai, Mumbai",Behrouz Biryani,Burger,3,555.72,Powai,12,28.933434961807283,UPI,Cancelled
534,Sneha Nair,"Flat 36, Andheri East, Mumbai",EatSure,Pizza,4,-36.82,Andheri East,0,52.60716154148548,UPI,Delivered
535,Suresh Sharma,"Flat 104, Vashi, Navi Mumbai",Paradise Biryani,Burger,4,416.53,Vashi,8,54.119932495835414,UPI,Delayed
536,Kiran Verma,"Flat 71, Andheri West, Mumbai",Burger King,Wrap,2,365.5,Andheri West,1,57.922769245849,Cash,Cancelled
537,Kiran Mehta,"Flat 12, Powai, Mumbai",Subway,Pasta,2,458.97,Powai,9,22.570972128407323,UPI,Delivered
538,Amit Patel,"Flat 5, Andheri East, Mumbai",Subway,Burger,4,456.12,Andheri East,5,,UPI,Delivered
539,Suresh Khan,"Flat 87, Bandra, Mumbai",KFC,Momos,4,586.53,Bandra,10,-0.2788893060518731,Card,Cancelled
540,Ramesh Reddy,"Flat 62, Andheri West, Mumbai",Subway,Pizza,2,254.72,Andheri West,4,10.910043136384378,Card,Delayed
541,Kiran Sharma,"Flat 68, Powai, Mumbai",Box8,Pasta,1,83.11,Powai,14,17.610770529756604,Card,Delivered
542,Priya Gupta,"Flat 51, Vashi, Navi Mumbai",Pizza Hut,Momos,2,252.83,Vashi,15,16.24382063434685,UPI,Delayed
543,Vikram Patel,"Flat 83, Vashi, Navi Mumbai",Domino's Pizza,Momos,3,439.35,Vashi,13,,Cash,Delayed
544,Suresh Khan,"Flat 94, Powai, Mumbai",EatSure,Pasta,2,153.92,Powai,10,29.99026545827016,Card,Delivered
545,Ramesh Iyer,"Flat 86, Dadar, Mumbai",Chai Point,Fries,3,644.55,Dadar,10,32.27464613644989,Cash,Delayed
546,Ramesh Khan,"Flat 21, Bandra, Mumbai",Behrouz Biryani,Momos,1,476.93,Bandra,15,49.22316094685807,UPI,Delivered
547,Vikram Verma,"Flat 54, Thane, Thane",Faasos,Fries,1,628.45,Thane,2,44.29080660096007,Cash,Delivered
548,Rahul Mehta,"Flat 113, Bandra, Mumbai",Box8,Fries,3,789.29,Bandra,2,55.42478869774402,Cash,Cancelled
549,Sneha Gupta,"Flat 5, Andheri East, Mumbai",Biryani Blues,Burger,3,395.67,Andheri East,8,30.19582732064172,Card,Delivered
550,Neha Nair,"Flat 55, Thane, Thane",Behrouz Biryani,Wrap,3,762.21,Thane,12,57.09198454000591,Cash,Delayed
551,Pooja Verma,"Flat 96, Andheri East, Mumbai",Wow! Momo,Burger,2,-18.71,Andheri East,11,58.109853800470844,Cash,Cancelled
552,Suresh Singh,"Flat 65, Dadar, Mumbai",Pizza Hut,Pizza,4,-100.0,Dadar,19,200.0,Card,Delayed
553,Rahul Singh,"Flat 108, Bandra, Mumbai",Burger King,Fries,1,461.12,Bandra,20,45.94903879738027,UPI,Delayed
554,Ramesh Gupta,"Flat 21, Andheri West, Mumbai",Paradise Biryani,Biryani,3,422.46,Andheri West,1,35.78269240066742,UPI,Delivered
555,Priya Singh,"Flat 9, Dadar, Mumbai",Box8,Pizza,1,391.38,Dadar,13,54.55057101644958,Card,Cancelled
556,Sneha Sharma,"Flat 50, Vashi, Navi Mumbai",Cafe Coffee Day,Pizza,3,560.72,Vashi,5,50.496712683585564,Cash,Delayed
557,Rahul Nair,"Flat 52, Bandra, Mumbai",EatSure,Wrap,4,542.52,Bandra,8,40.35223749551563,Cash,Cancelled
558,Rahul Nair,"Flat 98, Powai, Mumbai",Haldiram's,Burger,3,231.25,Powai,12,36.660597307822094,UPI,Delivered
559,Pooja Khan,"Flat 43, Bandra, Mumbai",Haldiram's,Momos,1,592.67,Bandra,10,45.74329360468799,UPI,Cancelled
560,Rahul Singh,"Flat 81, Powai, Mumbai",Barbeque Nation,Wrap,2,596.14,Powai,17,32.84173538876274,Cash,Delayed
561,Rohit Gupta,"Flat 78, Andheri West, Mumbai",Paradise Biryani,Fries,1,193.69,Andheri West,13,48.48393461275823,UPI,Delivered
562,Neha Verma,"Flat 66, Andheri West, Mumbai",Paradise Biryani,Fries,1,361.35,Andheri West,21,32.8679675321136,Card,Delivered
563,Suresh Khan,"Flat 86, Vashi, Navi Mumbai",McDonald's,Biryani,3,514.46,Vashi,18,-10.0,Cash,Delivered
564,Neha Mehta,"Flat 116, Bandra, Mumbai",Subway,Burger,2,363.12,Bandra,5,22.3523358131664,UPI,Delivered
565,Suresh Verma,"Flat 75, Bandra, Mumbai",Haldiram's,Fries,4,519.97,Bandra,12,38.68098267006337,Cash,Delivered
566,Rahul Khan,"Flat 90, Dadar, Mumbai",Behrouz Biryani,Pasta,2,896.78,Dadar,13,39.823192889695264,Card,Delayed
567,Amit Sharma,"Flat 55, Andheri East, Mumbai",Subway,Biryani,3,500.04,Andheri East,17,27.44469221976686,UPI,Cancelled
568,Ankit Singh,"Flat 19, Thane, Thane",KFC,Pasta,1,546.27,Thane,5,16.912340079337586,Card,Delayed
569,Priya Khan,"Flat 72, Andheri East, Mumbai",Domino's Pizza,Fries,1,692.77,Andheri East,7,52.301804271669525,Card,Delivered
570,Suresh Sharma,"Flat 115, Andheri West, Mumbai",McDonald's,Momos,4,394.11,Andheri West,18,25.46282484884727,Card,Cancelled
571,Ankit Reddy,"Flat 6, Dadar, Mumbai",Pizza Hut,Wrap,2,431.33,Dadar,1,53.93582349836319,Cash,Delivered
572,Suresh Verma,"Flat 11, Bandra, Mumbai",Haldiram's,Fries,1,255.52,Bandra,13,49.38011609351445,Card,Delivered
573,Neha Reddy,"Flat 88, Andheri West, Mumbai",Haldiram's,Burger,4,655.45,Andheri West,5,55.75054219712922,Cash,Delivered
574,Pooja Verma,"Flat 95, Dadar, Mumbai",Pizza Hut,Biryani,1,290.29,Dadar,10,41.960682833884896,UPI,Delivered
575,Neha Iyer,"Flat 52, Thane, Thane",Faasos,Biryani,4,480.25,Thane,2,32.60434282230594,UPI,Cancelled
576,Amit Iyer,"Flat 51, Vashi, Navi Mumbai",Starbucks,Fries,3,429.04,Vashi,11,38.95118094957794,Card,Delivered
577,Ramesh Gupta,"Flat 5, Andheri West, Mumbai",Faasos,Burger,2,488.49,Andheri West,2,31.723433860030244,UPI,Delivered
578,Neha Iyer,"Flat 118, Bandra, Mumbai",EatSure,Biryani,2,48.42,Bandra,3,55.933399623847464,Cash,Cancelled
579,Priya Reddy,"Flat 9, Bandra, Mumbai",EatSure,Pizza,2,141.03,Bandra,2,14.42191102082933,Card,Cancelled
580,Rohit Sharma,"Flat 24, Vashi, Navi Mumbai",Pizza Hut,Momos,1,101.95,Vashi,3,24.695335727183462,Card,Delivered
581,Amit Iyer,"Flat 93, Thane, Thane",Barbeque Nation,Wrap,3,469.14,Thane,5,43.2967974168639,Card,Cancelled
582,Rohit Sharma,"Flat 12, Andheri West, Mumbai",Paradise Biryani,Fries,2,313.69,Andheri West,21,31.193341011437056,Card,Delayed
583,Rahul Verma,"Flat 49, Dadar, Mumbai",Burger King,Burger,3,485.65,Dadar,2,37.35286592644851,Card,Delayed
584,Ankit Nair,"Flat 120, Dadar, Mumbai",Chai Point,Pasta,2,304.2,Dadar,9,39.95394459092171,Cash,Delivered
585,Pooja Gupta,"Flat 48, Andheri West, Mumbai",Paradise Biryani,Pasta,3,156.29,Andheri West,21,44.73969819347276,Cash,Delivered
586,Neha Sharma,"Flat 56, Powai, Mumbai",Starbucks,Biryani,3,-165.34,Powai,3,53.741543416088795,Cash,Delayed
587,Pooja Gupta,"Flat 61, Thane, Thane",Cafe Coffee Day,Pasta,4,209.54,Thane,17,26.09522316427173,Card,Cancelled
588,Vikram Sharma,"Flat 33, Dadar, Mumbai",Biryani Blues,Fries,4,152.97,Dadar,11,46.84616053806174,Cash,Cancelled
589,Pooja Gupta,"Flat 97, Andheri East, Mumbai",Paradise Biryani,Momos,4,141.08,Andheri East,20,62.32765434358801,Cash,Delayed
590,Ramesh Gupta,"Flat 3, Vashi, Navi Mumbai",Barbeque Nation,Wrap,1,539.6,Vashi,13,65.42689888535045,Cash,Delayed
591,Sneha Singh,"Flat 102, Dadar, Mumbai",KFC,Fries,2,537.16,Dadar,15,35.4607874470006,UPI,Cancelled
592,Suresh Singh,"Flat 6, Powai, Mumbai",Faasos,Momos,4,628.62,Powai,9,67.88867968059617,Card,Delivered
593,Ankit Patel,"Flat 24, Vashi, Navi Mumbai",Pizza Hut,Fries,2,688.84,Vashi,10,1.499287645510961,UPI,Delivered
594,Amit Mehta,"Flat 25, Powai, Mumbai",Cafe Coffee Day,Burger,1,126.6,Powai,8,38.47665041454394,Card,Delayed
595,Vikram Khan,"Flat 3, Bandra, Mumbai",Domino's Pizza,Fries,3,207.78,Bandra,3,46.40724158060399,Card,Cancelled
596,Rohit Sharma,"Flat 92, Thane, Thane",Chai Point,Pasta,2,5000.0,Thane,9,37.71789650427729,UPI,Delivered
597,Kiran Iyer,"Flat 61, Andheri West, Mumbai",Haldiram's,Burger,1,579.51,Andheri West,18,25.274031275402166,Card,Delayed
598,Sneha Khan,"Flat 66, Andheri East, Mumbai",Box8,Biryani,4,488.24,Andheri East,11,19.675972576272592,UPI,Delivered
599,Rahul Gupta,"Flat 31, Powai, Mumbai",Haldiram's,Pasta,2,413.47,Powai,12,26.79027230402702,Cash,Delivered
600,Neha Nair,"Flat 39, Dadar, Mumbai",EatSure,Wrap,1,472.41,Dadar,1,63.84336344846882,Cash,Cancelled
601,Pooja Iyer,"Flat 80, Thane, Thane",EatSure,Pasta,4,426.55,Thane,5,18.689412976706176,UPI,Cancelled
602,Kiran Reddy,"Flat 40, Andheri East, Mumbai",Domino's Pizza,Burger,1,455.3,Andheri East,2,23.461048864460132,UPI,Cancelled
603,Amit Mehta,"Flat 65, Powai, Mumbai",Barbeque Nation,Pasta,3,467.0,Powai,22,37.428879312374754,UPI,Delivered
604,Neha Nair,"Flat 15, Powai, Mumbai",Biryani Blues,Pizza,4,341.11,Powai,11,36.25715862676633,Card,Delayed
605,Priya Nair,"Flat 36, Thane, Thane",Barbeque Nation,Momos,1,661.47,Thane,11,41.73804173370001,Cash,Delayed
606,Sneha Gupta,"Flat 43, Andheri West, Mumbai",Subway,Wrap,1,438.32,Andheri West,11,25.693182501554155,UPI,Cancelled
607,Amit Patel,"Flat 26, Vashi, Navi Mumbai",Mainland China,Biryani,2,700.75,Vashi,5,35.9104705211476,Cash,Cancelled
608,Rohit Gupta,"Flat 94, Dadar, Mumbai",Haldiram's,Fries,4,303.99,Dadar,21,51.190061012499115,UPI,Cancelled
609,Neha Reddy,"Flat 26, Dadar, Mumbai",Subway,Fries,2,151.2,Dadar,8,36.085317717513014,Cash,Delayed
610,Rohit Khan,"Flat 22, Dadar, Mumbai",Wow! Momo,Pasta,2,453.0,Dadar,22,20.51764193371296,Card,Delayed
611,Priya Verma,"Flat 36, Andheri West, Mumbai",Starbucks,Pasta,2,640.88,Andheri West,21,44.449068487391024,Card,Delayed
612,Ankit Khan,"Flat 97, Andheri West, Mumbai",Starbucks,Pizza,1,179.41,Andheri West,20,30.33801561834483,UPI,Delivered
613,Priya Khan,"Flat 76, Andheri East, Mumbai",Burger King,Biryani,1,415.39,Andheri East,5,40.953308792863936,Cash,Delivered
614,Amit Khan,"Flat 57, Andheri West, Mumbai",Box8,Pasta,2,482.02,Andheri West,5,41.359401669591065,UPI,Cancelled
615,Sneha Gupta,"Flat 4, Thane, Thane",McDonald's,Burger,1,580.93,Thane,1,45.73592454824204,UPI,Delayed
616,Ramesh Singh,"Flat 118, Bandra, Mumbai",Biryani Blues,Wrap,3,358.17,Bandra,17,47.65398486337803,UPI,Delivered
617,Kiran Singh,"Flat 40, Andheri West, Mumbai",Starbucks,Wrap,2,349.39,Andheri West,12,49.93247133393567,Cash,Delayed
618,Pooja Mehta,"Flat 104, Dadar, Mumbai",Paradise Biryani,Biryani,3,822.12,Dadar,23,36.27406692185095,Cash,Delivered
619,Rohit Singh,"Flat 6, Powai, Mumbai",Barbeque Nation,Wrap,3,216.77,Powai,16,40.35203707435175,Card,Delivered
620,Priya Gupta,"Flat 27, Powai, Mumbai",Mainland China,Pizza,2,650.02,Powai,13,57.35641991883285,UPI,Cancelled
621,Neha Iyer,"Flat 26, Dadar, Mumbai",Chai Point,Momos,1,489.44,Dadar,8,52.107103707449,Card,Cancelled
622,Sneha Verma,"Flat 37, Powai, Mumbai",Biryani Blues,Biryani,4,403.4,Powai,0,40.18736642944485,Card,Cancelled
623,Rohit Nair,"Flat 77, Thane, Thane",Subway,Biryani,1,756.0,Thane,21,24.50101553803262,Card,Cancelled
624,Vikram Mehta,"Flat 109, Andheri West, Mumbai",Cafe Coffee Day,Pizza,3,353.86,Andheri West,7,29.474589459999454,Cash,Cancelled
625,Vikram Singh,"Flat 13, Andheri West, Mumbai",Biryani Blues,Pizza,4,822.47,Andheri West,18,28.347573067894487,Cash,Delivered
626,Pooja Nair,"Flat 108, Powai, Mumbai",Biryani Blues,Wrap,1,376.42,Powai,20,48.17204002858736,Cash,Delivered
627,Neha Mehta,"Flat 109, Andheri West, Mumbai",Rolls Mania,Pizza,2,552.09,Andheri West,20,34.31566332537677,Card,Cancelled
628,Rahul Reddy,"Flat 9, Dadar, Mumbai",Wow! Momo,Pizza,3,127.9,Dadar,17,48.17701232453249,Cash,Delivered
629,Amit Khan,"Flat 115, Dadar, Mumbai",McDonald's,Biryani,3,406.39,Dadar,2,48.556756063320535,Card,Cancelled
630,Rohit Singh,"Flat 39, Andheri East, Mumbai",Paradise Biryani,Momos,4,371.94,Andheri East,3,24.709476963887003,UPI,Delivered
631,Rahul Gupta,"Flat 14, Vashi, Navi Mumbai",Domino's Pizza,Pizza,2,801.69,Vashi,11,46.87891081552136,UPI,Cancelled
632,Vikram Mehta,"Flat 120, Vashi, Navi Mumbai",Faasos,Burger,4,561.38,Vashi,21,37.218795392648516,Card,Delayed
633,Neha Reddy,"Flat 23, Bandra, Mumbai",Faasos,Pizza,1,548.27,Bandra,17,22.789633518444532,UPI,Cancelled
634,Priya Iyer,"Flat 66, Thane, Thane",Barbeque Nation,Wrap,1,152.39,Thane,0,47.33970757409628,Card,Delayed
635,Pooja Patel,"Flat 25, Dadar, Mumbai",Wow! Momo,Wrap,2,608.16,Dadar,4,27.30634981382517,Cash,Cancelled
636,Sneha Sharma,"Flat 38, Vashi, Navi Mumbai",Cafe Coffee Day,Pasta,2,375.22,Vashi,10,200.0,UPI,Delivered
637,Amit Verma,"Flat 6, Bandra, Mumbai",Starbucks,Fries,2,111.89,Bandra,3,44.01046193625146,UPI,Delayed
638,Sneha Verma,"Flat 4, Bandra, Mumbai",Subway,Pasta,4,460.97,Bandra,20,29.050198715924623,Cash,Delayed
639,Vikram Verma,"Flat 67, Andheri East, Mumbai",Box8,Wrap,1,194.25,Andheri East,13,48.35590568670045,UPI,Cancelled
640,Suresh Gupta,"Flat 83, Powai, Mumbai",Cafe Coffee Day,Momos,3,511.14,Powai,3,51.642655621476464,Cash,Delivered
641,Sneha Reddy,"Flat 112, Bandra, Mumbai",Mainland China,Momos,3,682.64,Bandra,11,52.952689681872144,UPI,Delayed
642,Neha Patel,"Flat 20, Powai, Mumbai",Paradise Biryani,Burger,1,547.15,Powai,13,40.11186085480767,UPI,Delivered
643,Priya Reddy,"Flat 118, Vashi, Navi Mumbai",Box8,Fries,1,179.97,Vashi,3,8.908289743225481,UPI,Cancelled
644,Ramesh Nair,"Flat 105, Vashi, Navi Mumbai",EatSure,Burger,1,380.4,Vashi,0,200.0,UPI,Delayed
645,Suresh Verma,"Flat 12, Dadar, Mumbai",McDonald's,Pizza,3,93.32,Dadar,13,48.99858503339555,Card,Cancelled
646,Priya Iyer,"Flat 108, Bandra, Mumbai",KFC,Pasta,4,185.75,Bandra,9,30.20063982700333,Cash,Delivered
647,Rahul Verma,"Flat 9, Powai, Mumbai",Behrouz Biryani,Fries,4,745.38,Powai,9,11.634460462588287,UPI,Delayed
648,Vikram Sharma,"Flat 59, Bandra, Mumbai",Behrouz Biryani,Fries,1,777.03,Bandra,3,36.47798823021142,Cash,Cancelled
649,Ankit Iyer,"Flat 15, Bandra, Mumbai",Wow! Momo,Fries,3,265.72,Bandra,11,52.76184761428179,UPI,Cancelled
650,Neha Singh,"Flat 77, Thane, Thane",Box8,Biryani,2,864.02,Thane,4,7.179756953140426,Cash,Delayed
651,Rohit Nair,"Flat 11, Andheri East, Mumbai",Barbeque Nation,Biryani,2,221.09,Andheri East,12,28.924651278399352,Card,Delivered
652,Kiran Verma,"Flat 85, Bandra, Mumbai",Cafe Coffee Day,Fries,4,477.3,Bandra,1,45.367552027070765,UPI,Cancelled
653,Vikram Mehta,"Flat 48, Andheri West, Mumbai",Wow! Momo,Wrap,4,380.82,Andheri West,16,24.929004700775238,Card,Delivered
654,Vikram Patel,"Flat 100, Thane, Thane",Pizza Hut,Momos,1,464.79,Thane,7,37.41988191084246,Cash,Delayed
655,Rahul Nair,"Flat 107, Andheri West, Mumbai",Box8,Wrap,3,379.31,Andheri West,9,46.33266857152629,Cash,Cancelled
656,Rohit Nair,"Flat 23, Vashi, Navi Mumbai",Chai Point,Pasta,2,570.13,Vashi,15,29.852719447271298,Card,Delivered
657,Neha Patel,"Flat 92, Andheri West, Mumbai",Haldiram's,Momos,3,668.85,Andheri West,9,39.694183775346744,UPI,Cancelled
658,Suresh Mehta,"Flat 56, Andheri East, Mumbai",Box8,Momos,4,430.33,Andheri East,0,31.251385963444164,UPI,Delivered
659,Vikram Singh,"Flat 4, Andheri West, Mumbai",Faasos,Pasta,1,749.84,Andheri West,7,17.660059297866127,Card,Cancelled
660,Suresh Sharma,"Flat 74, Bandra, Mumbai",KFC,Momos,1,490.41,Bandra,20,14.093351302607466,Cash,Delayed
661,Kiran Reddy,"Flat 19, Thane, Thane",Starbucks,Wrap,3,517.48,Thane,11,21.620598379512806,Card,Delivered
662,Suresh Verma,"Flat 74, Vashi, Navi Mumbai",Haldiram's,Pasta,4,122.14,Vashi,6,46.16551013853991,Card,Delayed
663,Sneha Gupta,"Flat 119, Andheri East, Mumbai",Pizza Hut,Biryani,3,98.66,Andheri East,22,31.83584223031464,Cash,Delayed
664,Ramesh Singh,"Flat 100, Powai, Mumbai",Box8,Momos,3,361.37,Powai,3,56.06420957506165,Cash,Delayed
665,Rohit Verma,"Flat 96, Andheri West, Mumbai",Burger King,Pizza,2,309.61,Andheri West,6,11.352041786113762,Card,Delayed
666,Ankit Iyer,"Flat 94, Bandra, Mumbai",Subway,Momos,1,747.51,Bandra,5,54.66982826969701,Card,Delivered
667,Rahul Reddy,"Flat 3, Andheri East, Mumbai",Cafe Coffee Day,Burger,4,293.13,Andheri East,7,54.05920482187746,UPI,Delivered
668,Priya Mehta,"Flat 44, Andheri West, Mumbai",Mainland China,Burger,1,776.95,Andheri West,10,32.71581398156981,UPI,Delayed
669,Vikram Iyer,"Flat 43, Andheri West, Mumbai",Faasos,Momos,4,-100.0,Andheri West,22,24.02621731477168,Card,Cancelled
670,Rahul Khan,"Flat 75, Powai, Mumbai",Behrouz Biryani,Wrap,1,217.19,Powai,15,20.69222452304655,Cash,Delayed
671,Vikram Verma,"Flat 13, Powai, Mumbai",Faasos,Momos,1,576.14,Powai,3,53.093312819830615,Cash,Delayed
672,Pooja Singh,"Flat 78, Andheri East, Mumbai",Behrouz Biryani,Fries,1,565.93,Andheri East,15,41.74441717812939,UPI,Cancelled
673,Priya Reddy,"Flat 14, Powai, Mumbai",Rolls Mania,Burger,3,752.07,Powai,9,50.31973036219718,Cash,Delivered
674,Priya Mehta,"Flat 103, Thane, Thane",Starbucks,Fries,2,0.0,Thane,19,34.892041874042725,Cash,Cancelled
675,Ramesh Nair,"Flat 91, Andheri East, Mumbai",Burger King,Biryani,1,666.46,Andheri East,7,19.642732768795796,UPI,Delayed
676,Rohit Singh,"Flat 94, Andheri West, Mumbai",Cafe Coffee Day,Pasta,3,151.08,Andheri West,19,27.275567780993903,Cash,Delivered
677,Rahul Iyer,"Flat 67, Powai, Mumbai",Burger King,Momos,4,454.87,Powai,5,30.96808429421877,Cash,Cancelled
678,Ankit Sharma,"Flat 35, Thane, Thane",KFC,Pizza,1,650.75,Thane,12,47.4876209091789,Cash,Delayed
679,Kiran Verma,"Flat 43, Bandra, Mumbai",Wow! Momo,Pasta,1,289.96,Bandra,18,24.03500195405963,UPI,Cancelled
680,Neha Patel,"Flat 106, Powai, Mumbai",Burger King,Momos,3,207.72,Powai,7,30.077981177777453,UPI,Delivered
681,Ramesh Verma,"Flat 24, Dadar, Mumbai",Haldiram's,Momos,2,542.24,Dadar,5,33.354598783956824,Card,Delayed
682,Sneha Mehta,"Flat 19, Vashi, Navi Mumbai",Behrouz Biryani,Momos,3,127.33,Vashi,19,35.64388336927834,Cash,Delivered
683,Rohit Khan,"Flat 48, Dadar, Mumbai",Domino's Pizza,Fries,1,707.17,Dadar,6,17.11891385160546,Card,Delivered
684,Ramesh Gupta,"Flat 95, Andheri East, Mumbai",Box8,Momos,2,597.7,Andheri East,14,19.799794768007054,UPI,Delivered
685,Ankit Mehta,"Flat 21, Andheri West, Mumbai",Domino's Pizza,Burger,4,385.59,Andheri West,2,44.479534453397775,UPI,Delivered
686,Pooja Sharma,"Flat 53, Dadar, Mumbai",Mainland China,Biryani,2,492.08,Dadar,7,20.04552948494354,Cash,Cancelled
687,Kiran Gupta,"Flat 59, Dadar, Mumbai",Burger King,Wrap,1,414.84,Dadar,9,21.708172229494892,Card,Cancelled
688,Ramesh Verma,"Flat 56, Andheri West, Mumbai",EatSure,Biryani,4,306.63,Andheri West,19,36.59057680029061,UPI,Delivered
689,Pooja Verma,"Flat 57, Thane, Thane",Behrouz Biryani,Wrap,1,388.32,Thane,7,31.59660217479651,Cash,Delayed
690,Sneha Patel,"Flat 56, Thane, Thane",Haldiram's,Wrap,1,0.0,Thane,17,16.46761897976558,Cash,Delayed
691,Kiran Verma,"Flat 85, Powai, Mumbai",Burger King,Biryani,3,85.16,Powai,14,25.441296913547312,Card,Cancelled
692,Priya Reddy,"Flat 80, Thane, Thane",Cafe Coffee Day,Momos,1,393.41,Thane,13,29.93395439264769,Cash,Delivered
693,Ramesh Nair,"Flat 64, Dadar, Mumbai",Biryani Blues,Wrap,1,37.66,Dadar,14,25.92657860454994,Card,Delayed
694,Suresh Verma,"Flat 82, Andheri East, Mumbai",Mainland China,Pizza,4,586.71,Andheri East,11,46.641113458195086,Cash,Delayed
695,Sneha Reddy,"Flat 56, Vashi, Navi Mumbai",McDonald's,Biryani,1,514.97,Vashi,18,44.75749035968915,Cash,Cancelled
696,Vikram Gupta,"Flat 54, Thane, Thane",Chai Point,Pasta,4,474.58,Thane,10,16.147240913340777,Card,Cancelled
697,Ankit Reddy,"Flat 58, Vashi, Navi Mumbai",Biryani Blues,Fries,1,887.5,Vashi,5,200.0,UPI,Cancelled
698,Ramesh Verma,"Flat 31, Andheri West, Mumbai",Starbucks,Wrap,1,583.52,Andheri West,1,27.19078393632901,Cash,Delivered
699,Rohit Iyer,"Flat 12, Vashi, Navi Mumbai",Wow! Momo,Biryani,1,214.07,Vashi,4,11.712631184367648,Cash,Cancelled
700,Sneha Mehta,"Flat 16, Andheri West, Mumbai",Mainland China,Fries,3,590.5,Andheri West,11,200.0,Card,Delivered
701,Ramesh Patel,"Flat 24, Powai, Mumbai",Barbeque Nation,Momos,2,507.63,Powai,19,43.214654064716456,Cash,Delayed
702,Vikram Nair,"Flat 25, Andheri East, Mumbai",Behrouz Biryani,Pasta,2,676.28,Andheri East,20,7.190077020323901,UPI,Delayed
703,Ankit Mehta,"Flat 80, Andheri West, Mumbai",Faasos,Momos,3,0.0,Andheri West,9,21.107234508181463,Card,Delivered
704,Priya Iyer,"Flat 27, Bandra, Mumbai",EatSure,Pasta,3,615.24,Bandra,22,62.992611243183504,Card,Delivered
705,Amit Khan,"Flat 4, Dadar, Mumbai",Haldiram's,Wrap,2,197.74,Dadar,13,49.82630872053917,Cash,Delayed
